COUNTRY,INDICATOR,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Euro Area (EA),"Imports of goods, Volume, Cost insurance freight (CIF), Percent change",3.748,-4.172,0.858,0.312,5.855,4.897,6.228,8.399,8.621,9.712,7.552,7.07,2.424,-6.064,10.401,9.116,3.671,9.835,10.533,7.096,12.293,1.877,1.305,3.673,7.297,5.903,9.051,6.599,-0.712,-12.982,9.68,4.362,-2.172,0.648,3.738,5.3,3.709,4.76,3.99,2.049,-7.145,10.834,5.918,-3.638,-1.703,2.461,1.777,2.304,2.739,2.618,2.571
Euro Area (EA),"Exports of goods, Volume, Free on board (FOB), Percent change",3.483,6.309,0.983,3.124,8.304,4.835,1.064,3.514,7.737,9.484,5.983,8.738,2.946,0.609,10.507,9.673,4.773,10.703,6.826,5.239,13.067,4.175,2.472,1.18,7.845,4.981,8.797,6.913,-0.478,-14.264,12.024,6.598,1.736,1.363,3.255,5.449,2.276,4.753,2.891,1.607,-7.358,11.122,4.411,-2.32,-1.136,1.043,0.925,2.043,2.482,2.458,2.381
"Andorra, Principality of","Gross domestic product (GDP), Price deflator, Index",,,,,,,,,,,,,,,,,,,,,77.879,80.278,82.879,85.512,88.114,91.107,94.256,97.283,99.496,99.627,100,100.197,100.372,100.822,100.737,101.403,101.755,102.912,103.954,105.383,106.557,109.283,113.913,121.085,124.889,127.762,129.954,132.142,134.365,136.628,138.933
Finland,"Gross national savings, Percent of GDP",28.775,27.697,26.296,26.118,26.898,26.113,25.665,25.192,27.496,27.338,25.086,18.734,16.41,17.143,20.605,24.138,23.721,26.463,27.677,27.206,30.986,30.81,29.837,26.504,28.435,27.439,27.895,29.547,27.757,23.433,23.934,22.751,21.363,20.742,20.786,20.97,21.581,23.625,24.081,24.402,25.377,25.094,24.846,22.117,22.219,22.847,23.258,23.636,23.837,24.081,24.433
Euro Area (EA),"Gross debt, General government, Percent of GDP",,,,,,,,,,,,,,,,71.624,73.659,73.127,72.763,71.661,69.215,68.201,68.135,69.417,69.719,70.344,68.302,65.924,69.579,80.028,85.437,87.26,90.768,92.76,92.937,91.009,89.928,87.476,85.539,83.59,96.517,93.831,89.32,87.117,87.216,87.833,88.947,89.743,90.483,91.297,92.194
Euro Area (EA),"Net debt, General government, Percent of GDP",,,,,,,,,,,,30.72,31.568,31.926,33.992,49.18,53.042,53.286,57.783,57.901,55.129,54.943,55.043,56.578,57.026,57.497,55.711,53.369,54.978,63.064,67.21,69.775,73.604,76.006,76.36,75.156,74.344,71.954,70.23,68.568,78.473,76.659,74.021,73.215,73.927,74.958,76.438,77.593,78.677,79.813,81.02
Japan,"Gross domestic product (GDP), Current prices, Per capita, US dollar",9671.861,10586.534,9782.353,10655.246,11210.518,11813.035,17457.069,21148.365,25506.113,25274.314,25809.663,29436.88,32007.708,36362.508,39953.203,44210.234,39164.322,35651.27,32436.929,36622.892,39172.971,34410.68,32832.296,35410.229,38307.103,37819.107,36021.9,35847.232,39992.06,41469.773,45135.796,48760.915,49175.035,40934.756,38522.771,35005.662,39411.424,38903.298,39850.331,40547.967,40159.866,40155.188,34088.755,33776.442,32443.024,34713.248,36391.381,37902.727,39734.955,41019.532,42701.902
United States,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Andorra, Principality of",Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.675,5.95,6.225,5.3,3.875,3.3,2.35,1.775,2.075,2.925,3.275,2.1,1.525,1.475,1.6,1.6,1.6,1.6,1.6,1.6
"Bahrain, Kingdom of",Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,3.7,4,3.6,4,3.7,4.3,3.8,3.5,3.9,4.1,4.3,4.7,5.9,5.9,5.4,6.3,6.2,,,,,,
Lebanon,Unemployment rate,,,,,,,,,,,,8.609,8.259,8.262,8.35,8.442,8.435,8.62,8.564,8.745,8.603,8.464,8.229,8.05,7.85,8.247,8.671,8.98,7.666,6.355,6.775,7.349,7.937,8.458,8.833,9.306,9.786,10.251,10.745,11.301,13.284,12.669,11.6,11.543,,,,,,,
West Bank and Gaza,"All Items, Consumer price index (CPI), End-of-period (EoP)",,,,,,,,,,,,,,,,,49.23,53.61,58.81,60.26,60.6,61.72,65.68,68.17,70.84,74.08,76.44,80.12,85.69,89.41,91.93,94.46,96.09,98.69,99.87,100.83,99.78,99.76,100.08,101.35,101.42,102.74,106.94,123.23,231.65,,,,,,
Taiwan Province of China,Unemployment rate,1.23,1.36,2.14,2.71,2.45,2.91,2.66,1.97,1.69,1.57,1.67,1.51,1.51,1.45,1.56,1.79,2.6,2.72,2.69,2.92,2.99,4.57,5.17,4.99,4.44,4.13,3.91,3.91,4.14,5.85,5.21,4.39,4.24,4.18,3.96,3.78,3.92,3.76,3.71,3.73,3.85,3.95,3.67,3.48,3.39,3.39,3.39,3.39,3.39,3.39,3.39
Indonesia,Unemployment rate,,,,,1.62,2.22,2.75,2.64,2.89,2.86,2.59,2.67,2.79,2.83,4.47,7.42,4.998,4.77,5.46,6.36,6.08,8.1,9.06,9.67,9.86,11.24,10.28,9.11,8.39,7.87,7.14,6.56,6.14,6.25,5.94,6.18,5.61,5.5,5.34,5.28,7.07,6.49,5.86,5.32,4.91,5,5,5,5,5,5
"Macao Special Administrative Region, People's Republic of China",Unemployment rate,,,,,,,,,,,,,,,,,,,,,,6.375,6.275,6.05,4.875,4.15,3.775,3.05,3.025,3.55,2.825,2.575,2,1.85,1.7,1.825,1.9,1.975,1.8,1.725,2.55,2.95,3.675,2.65,1.8,1.7,1.7,1.65,1.65,1.65,1.65
"Macao Special Administrative Region, People's Republic of China","Gross debt, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,Unemployment rate,,,,,,,,,,,2.2,3.1,2.8,2.6,2.6,1.7,1.5,1.5,4.4,4.2,3.6,3.3,2.4,2.2,2.1,1.9,1.5,1.4,1.4,1.5,1,0.7,0.7,0.7,0.8,0.9,1,1.2,1.1,1,1.7,1.9,1.3,1,1,1,1,1,1,1,1
"Eritrea, The State of","Population, Persons for countries / Index for country groups",,,,,,,,,,,,,2.258,2.239,2.218,2.204,2.196,2.195,2.206,2.237,2.292,2.375,2.481,2.601,2.72,2.827,2.918,2.997,3.063,3.12,3.17,3.214,3.25,3.281,3.311,3.343,3.377,3.413,3.453,3.497,,,,,,,,,,,
"Armenia, Republic of",Unemployment rate,,,,,,,,,,,,,,,,,,,,,,38.4,35.3,31.2,31.6,31.2,27.8,28.7,16.4,18.7,19,18.4,17.3,16.2,17.6,18.5,18,17.8,19,18.3,18.2,15.5,13.5,12.4,13.9,13.5,13.3,13.1,12.9,12.7,12.5
Mongolia,Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,9.2,11.6,9.9,7.7,8.2,7.9,7.9,7.5,10,8.8,7.8,9.9,6.7,8.3,6.4,5.3,5,5,5,5,5,5,5
"Kosovo, Republic of",Unemployment rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,30,35.3,32.9,27.525,30.475,29.5,25.65,25.95,20.75,12.575,10.875,,,,,,,
Japan,"Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",256076,274615.8,288612.9,301844.1,319663.6,340395.3,357276.2,373273.1,400566.9,428994.1,461295,491418.8,504161.3,504497.8,510916.2,521613.6,535562,543545.3,536497.4,528069.9,535417.8,531653.9,524478.7,523968.7,529400.9,532515.6,535170.2,539281.7,527823.8,494938.4,505530.6,497449,500474.6,508700.6,518811.1,538032.4,544364.6,553073,556630.1,557910.9,539646.1,553068.3,560606.9,590705.1,608398.9,632053.269,648503.436,665807.498,682867.668,700005.375,717252.154
Japan,"Exports of goods, Volume, Free on board (FOB), Percent change",8.834,11.865,-1.529,5.162,15.911,5.167,-2.54,0.075,4.599,4.852,5.021,2.07,12.744,-2.306,1.568,3.311,2.886,11.605,-2.028,3.517,13.564,-7.993,8.17,9.315,14.305,7.774,10.743,8.749,1.558,-25.538,28.307,0.038,0.566,-0.713,6.391,3.211,1.618,6.619,3.76,-1.458,-11.637,11.907,5.546,3.268,1.124,2.927,0.943,1.366,1.623,1.452,1.389
Euro Area (EA),"Gross national savings, Percent of GDP",,,,,,,,,,,,22.964,22.334,21.968,22.253,22.598,22.35,23.027,23.26,23.288,22.722,22.728,22.348,22.035,23.006,22.622,23.602,24.101,22.796,20.698,21.365,22.187,21.73,22.242,22.828,23.416,24.12,24.597,25.189,25.438,24.402,26.423,24.855,24.924,24.765,24.69,24.56,24.587,24.655,24.638,24.646
Finland,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",7059.304,7956.509,8900.595,9870.469,10985.536,11910.094,12776.276,13754.75,15541.645,17344.121,18286.489,17387.893,16859.409,16935.768,17851.038,19309.423,19929.738,21581.663,23396.704,24592.385,26373.629,27911.56,28574.173,29140.492,30411.715,31445.146,32890.946,35448.284,36648.163,34120.219,35158.286,36771.135,37098.333,37499.396,37762.76,38414.015,39311.991,40831.16,42064.127,43226.079,42782.716,44953.615,47967.455,49043.039,49245.242,49651.508,51194.313,52974.743,54718.099,56632.599,58712.601
Japan,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",249.204,234.17,224.423,217.954,213.369,209.436,208.612,203.234,197.508,193.988,191.785,190.899,189.776,186.362,182.807,178.116,174.133,172.045,170.087,165.633,159.8,154.585,150.102,144.83,139.451,133.597,128.483,124.212,120.753,119.329,115.679,111.502,108.636,106.44,106.382,107.629,107.064,105.102,104.159,103.232,100.742,98.691,92.505,92.838,93.205,93.523,93.67,93.987,94.334,94.543,94.619
Finland,"Revenue, General government, Percent of GDP",46.745,49.321,48.83,48.555,50.186,51.952,53.383,51.694,54.418,53.939,53.717,56.063,55.931,55.568,55.8,54.056,55.119,53.588,52.874,51.521,53.658,51.121,51.431,50.625,50.348,51.781,52.197,51.796,52.055,51.608,51.443,52.819,53.542,54.585,54.63,53.316,53.402,52.22,51.794,51.667,50.919,52.461,52.458,52.936,53.277,53.731,53.795,53.574,53.379,53.301,53.301
Euro Area (EA),"Portfolio investment, Net (assets minus liabilities), US dollar",,,,,,,,,,,,,,,,,,,,30.186,93.353,-65.439,-130.377,-61.436,-55.044,-131.681,-232.297,-171.057,-304.025,-394.132,-107.03,-400.611,-201.49,-45.336,51.752,116.801,535.953,407.005,268.321,-104.912,525.697,299.988,-263.543,-59.087,-80.409,,,,,,
Finland,"Expenditure, General government, Percent of GDP",43.864,44.542,46.429,48.197,47.519,49.399,50.038,50.976,49.546,46.801,47.084,55.762,60.812,63.66,62.207,60.032,58.49,54.913,51.337,49.925,46.929,46.23,47.456,48.285,48.19,49.192,48.272,46.68,47.875,54.091,54.018,53.832,55.697,57.106,57.625,55.743,55.104,52.85,52.666,52.599,56.453,55.154,52.637,55.92,57.683,58.29,57.735,57.275,56.791,56.797,56.693
Japan,"Exports of goods and services, Volume, Free on board (FOB), Percent change",16.983,13.32,1.432,4.972,15.32,5.254,-5.12,-0.103,6.696,9.474,7.183,5.237,4.38,0.363,2.167,4.186,4.833,11.085,-2.424,2.001,13.023,-6.633,7.892,9.629,14.371,7.12,10.306,8.703,1.588,-23.383,24.861,-0.12,0.146,0.81,9.342,3.211,1.618,6.619,3.76,-1.458,-11.637,11.907,5.546,3.268,1.124,2.927,0.943,1.366,1.623,1.452,1.389
Finland,"All Items, Consumer price index (CPI), End-of-period (EoP)",35.287,38.78,42.223,45.819,48.629,51.027,52.75,54.661,57.884,62.018,63.3,66.18,67.9,69.88,71.03,70.7,71.92,73.07,73.64,75.29,77.45,79.27,80.63,81.59,81.71,82.54,83.56,85.18,88.06,89.65,92.13,94.53,97.79,99.68,100.23,99.98,101.08,101.59,102.93,104.1,104.3,107.6,117.06,118.61,120.46,122.828,125.306,127.812,130.368,132.976,135.635
"Andorra, Principality of","Gross debt, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,,0.273,0.285,0.317,0.352,0.375,0.473,0.603,0.774,0.886,0.911,0.951,1.031,1.023,1.035,1.03,1.041,1.005,0.99,0.997,1.173,1.367,1.249,1.242,1.24,1.24,1.24,1.24,1.26,1.28,1.3
Japan,"Gross national savings, Percent of GDP",29.655,30.161,29.086,28.231,29.118,30.748,31.029,30.715,31.949,32.755,32.882,32.953,32.385,31.413,29.826,29.034,33.427,33.228,32.4,30.665,31.046,29.725,28.508,28.746,29.359,29.573,29.869,30.402,28.661,25.348,26.429,25.624,24.956,25.299,25.787,28.235,28.788,29.343,29.169,29.235,28.191,29.718,28.898,29.829,30.936,30.392,30.139,30.056,29.884,29.806,29.676
Euro Area (EA),"Imports of goods and services, US dollar",,,,,,,,,,,,,,,,,,,,1075.61,1177.243,1148.334,1180.699,1409.583,1708.683,1934.989,2255.377,2646.402,3044.039,2351.103,2649.214,3106.999,2962.483,2981.852,3052.753,2714.114,2708.647,2987.577,3307.734,3350.202,3079.57,3694.498,4319.815,4135.007,4122.479,,,,,,
Euro Area (EA),"Exports of goods and services, Volume, Free on board (FOB), Percent change",3.659,6.229,0.965,3.044,8.112,4.346,0.497,3.051,6.82,9.142,7.132,6.896,3.432,0.446,9.079,8.418,4.837,11.019,7.132,5.273,13.094,4.229,2.567,0.895,7.536,5.095,8.448,6.71,0.112,-12.32,10.368,6.434,2.209,2.586,4.153,6.327,2.797,5.423,3.278,2.976,-9.097,11.298,7.34,-0.868,0.265,1.248,1.305,2.205,2.542,2.501,2.446
Euro Area (EA),"Direct investment, Net (assets minus liabilities), US dollar",,,,,,,,,,,,,,,,,,,,113.626,12.902,98.214,-21.325,10.871,97.989,253.33,199.574,122.079,318.647,112.604,91.82,134.875,55.202,-8.844,73.623,268.944,214.117,18.582,130.121,67.67,-191.225,488.106,265.956,51.296,172.407,,,,,,
"Andorra, Principality of","Net lending (+) / net borrowing (-), General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,0.658,0.978,1.764,1.855,-0.081,-1.436,-2.828,-3.192,-3.51,-0.349,0.405,-1.653,3.36,2.143,1.654,4.068,3.338,2.671,2.306,-1.065,-1.166,4.844,2.148,2.864,2.473,2.484,2.269,2.436,2.311,2.35
Finland,"Gross domestic product (GDP), Constant prices, Percent change",5.673,1.294,3.087,3.122,3.213,3.537,2.726,3.559,5.211,5.087,0.211,-5.88,-3.312,-0.781,3.963,4.233,3.662,6.398,5.454,4.389,5.754,2.64,1.687,2.012,4.005,2.778,4.019,5.313,0.784,-8.076,3.168,2.389,-1.523,-0.98,-0.478,0.467,2.572,3.303,1.193,1.35,-2.491,2.676,0.763,-0.939,0.407,0.507,1.311,1.317,1.321,1.24,1.189
Japan,"Employed persons, Persons for countries / Index for country groups",55.361,55.818,56.386,57.327,57.66,58.073,58.536,59.107,60.104,61.278,62.492,63.686,64.363,64.5,64.537,64.573,64.863,65.569,65.14,64.618,64.458,64.122,63.31,63.167,63.292,63.566,63.895,64.282,64.098,63.153,62.984,62.933,62.793,63.263,63.713,64.018,64.652,65.307,66.637,67.24,67.103,67.123,67.227,67.468,67.551,67.33,67.189,,,,
Japan,"Expenditure, General government, Percent of GDP",30.739,31.509,31.731,31.839,31.2,30.405,30.397,30.64,29.894,29.189,29.459,29.299,30.293,32.137,32.784,33.404,33.809,33.081,38.633,35.567,35.951,35.194,35.392,35.038,33.678,33.52,33.057,33.123,34.107,38.686,37.745,38.627,38.638,38.778,38.389,37.295,37.229,36.686,36.739,37.294,44.537,42.475,41.751,39.173,39.102,38.642,39.236,39.517,40.117,40.74,41.385
Japan,"Imports of goods, Volume, Cost insurance freight (CIF), Percent change",-16.65,2.056,-0.209,-2.029,11.725,1.697,5.721,7.705,18.796,9.016,5.282,2.303,16.747,2.85,12.961,14.18,12.513,0.914,-7.563,5.658,14.778,1.41,0.046,7.121,8.36,7.811,6.027,1.446,1.439,-17.077,13.488,7.18,4.835,3.339,6.495,0.44,-1.175,3.307,3.814,0.988,-6.763,5.206,8.255,-0.848,0.972,3.635,1.844,1.605,1.598,1.294,1.252
"Andorra, Principality of","Gross domestic product (GDP), Current prices, Fiscal year, Domestic currency",,,,,,,,,,,,,,,,,,,,,1.551,1.729,1.866,2.092,2.332,2.541,2.755,2.888,2.789,2.645,2.602,2.607,2.482,2.405,2.463,2.515,2.617,2.656,2.725,2.818,2.531,2.811,3.21,3.501,3.732,3.91,4.041,4.17,4.304,4.442,4.585
Finland,"Gross domestic product (GDP), Constant prices, Per capita, purchasing power parity (PPP) international dollar, ICP benchmark 2021",30198.891,30484.25,31266.277,32045.587,32884.13,33880.965,34684.74,35809.998,37577.159,39363.098,39287.538,36799.096,35364.387,34908.015,36127.669,37502.901,38738.886,41092.801,43207.544,44996.512,47478.191,48639.42,49328.857,50211.111,52087.79,53362.117,55306.662,58009.273,58204.519,53244.521,54673.387,55731.388,54618.338,53830.009,53330.946,53379.166,54596.837,56236.509,56805.901,57522.664,56014.907,57425.707,57713.208,57009.607,56834.001,57042.489,57749.397,58509.46,59323.099,60104.053,60871.388
Euro Area (EA),"Employed persons, Persons for countries / Index for country groups",,,,,,,,,,,,92.203,91.391,90,89.454,89.96,90.23,90.557,92.142,93.503,95.221,96.724,97.491,97.868,98.582,100,101.855,103.894,104.963,102.907,101.831,101.965,101.096,100.387,100.913,102.023,103.757,105.28,106.708,108.004,106.24,108.024,111.06,112.871,114.178,114.649,114.959,,,,
Japan,"Gross domestic product (GDP), Current prices, Domestic currency",256076,274615.8,288612.9,301844.1,319663.6,340395.3,357276.2,373273.1,400566.9,428994.1,461295,491418.8,504161.3,504497.8,510916.2,521613.6,535562,543545.3,536497.4,528069.9,535417.8,531653.9,524478.7,523968.7,529400.9,532515.6,535170.2,539281.7,527823.8,494938.4,505530.6,497449,500474.6,508700.6,518811.1,538032.4,544364.6,553073,556630.1,557910.9,539646.1,553068.3,560606.9,590705.1,608398.9,632053.269,648503.436,665807.498,682867.668,700005.375,717252.154
"Andorra, Principality of","Gross debt, General government, Percent of GDP",,,,,,,,,,,,,,,,,,,,,,15.774,15.266,15.163,15.105,14.76,17.165,20.872,27.749,33.512,35.02,36.493,41.532,42.533,42.025,40.955,39.773,37.854,36.344,35.365,46.353,48.614,38.907,35.467,33.234,31.725,30.699,29.744,29.285,28.824,28.363
"Andorra, Principality of","Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",,,,,,,,,,,,,,,,,,,,,0.706,0.712,0.723,0.732,0.734,0.736,0.739,0.742,0.745,0.741,0.735,0.722,0.71,0.701,0.689,0.687,0.683,0.678,0.656,0.641,0.628,0.605,0.588,0.603,0.607,0.606,0.606,0.606,0.606,0.606,0.605
Euro Area (EA),"Financial account balance (assets less liabilities), US dollar",,,,,,,,,,,,,,,,,,,,-23.332,-69.252,25.504,8.741,1.814,87.962,31.731,-4.486,-23.238,-346.976,49.873,-23.04,-48.303,167.65,354.44,359.86,329.906,379.141,377.029,358.11,237.774,225.997,420.386,61.394,337.444,508.062,,,,,,
Finland,"Gross domestic product (GDP), Constant prices, Per capita, Domestic currency",21732.461,21937.818,22500.599,23061.425,23664.878,24382.244,24960.676,25770.462,27042.189,28327.431,28273.054,26482.261,25449.781,25121.356,25999.072,26988.751,27878.22,29572.201,31094.064,32381.485,34167.411,35003.083,35499.233,36134.141,37484.683,38401.745,39801.126,41746.045,41886.552,38317.118,39345.393,40106.778,39305.778,38738.461,38379.313,38414.015,39290.304,40470.285,40880.045,41395.86,40310.811,41326.085,41532.983,41026.641,40900.267,41050.304,41559.026,42106.001,42691.532,43253.541,43805.75
Finland,"Employed persons, Persons for countries / Index for country groups",2.355,2.384,2.411,2.42,2.435,2.439,2.431,2.445,2.469,2.493,2.477,2.349,2.182,2.049,2.032,2.076,2.104,2.146,2.198,2.271,2.31,2.341,2.346,2.339,2.339,2.375,2.417,2.465,2.503,2.428,2.412,2.439,2.45,2.427,2.418,2.401,2.415,2.438,2.507,2.533,2.494,2.553,2.618,2.626,2.602,2.615,2.625,,,,
Japan,"Gross domestic product (GDP), Price deflator, Index",93.667,96.343,98.039,98.941,100.356,101.621,103.259,103.09,103.719,105.865,108.579,111.733,113.607,114.208,114.421,113.822,113.315,113.886,113.856,112.443,110.941,109.737,108.211,106.471,105.273,104.016,103.12,102.392,101.459,100.881,98.984,97.378,96.642,96.3,97.923,99.991,100.411,100.336,100.336,100.973,101.916,101.708,102.114,106.273,109.342,112.384,114.584,116.9,119.238,121.594,123.975
Euro Area (EA),"Gross domestic product (GDP), Current prices, US dollar",,,,,,,,,,,,6116.23,6745.314,6130.922,6476.245,7643.425,7760.35,6969.933,7134.182,7152.338,6524.117,6622.737,7227.109,8906.314,10212.685,10605.219,11277.463,12994.497,14294.139,13070.748,12797.063,13806.913,12793.355,13357.212,13684.874,11830.508,12119.951,12837.964,13879.034,13592.239,13256.908,14934.587,14498.999,15831.829,16447.395,17748.965,18914.469,19525.881,20155.039,20806.019,21463.176
"Andorra, Principality of","Gross domestic product (GDP), Current prices, Per capita, US dollar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49030.229,51957.313,45713.97,45630.195,46299.282,38877.485,39595.317,40017.741,42229.903,40688.491,36973.845,41806.876,41378.881,44483.604,46359.174,49450.638,51681.217,51992.006,52337.795,52727.012,53127.552
Euro Area (EA),"Other investment, Net (assets minus liabilities), US dollar",,,,,,,,,,,,,,,,,,,,-170.08,-168.657,8.03,146.38,68.296,49.954,-89.18,25.916,-72.754,-411.469,283.392,-13.685,185.181,258.729,403.1,147.75,-191.075,-374.997,-54.715,-131.034,278.171,-145.358,-597.463,-72.73,349.807,359.807,,,,,,
"Andorra, Principality of","Employed persons, Persons for countries / Index for country groups",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043,0.042,0.04,0.04,0.04,0.041,0.042,0.043,0.045,0.045,0.045,0.047,0.049,0.052,0.053,0.054,0.056,,,,
Euro Area (EA),"Terms of trade of goods and services, percent change",-7.495,-5.332,2.113,0.586,-0.71,0.807,9.441,1.819,0.792,-0.99,-1.301,-3.554,1.199,0.366,-0.151,-0.035,0.175,-0.316,1.892,-0.34,-3.193,0.642,1.45,1.28,-0.631,-1.174,-1.275,0.692,-1.637,3.014,-2.21,-2.234,-0.364,0.58,0.982,2.311,1.271,-1.027,-0.746,0.34,1.572,-1.742,-3.952,2.758,1.062,1.017,0.453,0.104,0.155,0.097,0.074
Euro Area (EA),"Gross domestic product (GDP), Constant prices, Percent change",,,,,,,,,,,,,1.386,-0.786,2.498,2.896,1.674,2.683,2.957,2.985,3.857,2.158,0.912,0.721,2.297,1.753,3.314,2.996,0.409,-4.457,2.073,1.724,-0.954,-0.18,1.442,2.111,1.801,2.621,1.779,1.621,-6.024,6.402,3.63,0.405,0.851,1.197,1.14,1.372,1.311,1.227,1.125
Japan,Unemployment rate,2.017,2.208,2.35,2.658,2.708,2.625,2.767,2.85,2.517,2.25,2.1,2.092,2.15,2.5,2.892,3.15,3.367,3.4,4.1,4.667,4.733,5.042,5.358,5.242,4.733,4.425,4.117,3.833,3.983,5.075,5.058,4.583,4.325,4.008,3.583,3.375,3.108,2.817,2.433,2.358,2.8,2.817,2.592,2.575,2.567,2.567,2.567,2.567,2.567,2.567,2.567
"Andorra, Principality of","Expenditure, General government, Domestic currency",,,,,,,,,,,,,,,,,,,,,,0.462,0.466,0.507,0.552,0.594,0.694,0.797,0.822,0.791,0.751,0.759,0.842,0.769,0.78,0.838,0.905,0.926,0.979,1.01,1.072,1.098,1.12,1.256,1.383,1.446,1.494,1.553,1.603,1.658,1.715
"Andorra, Principality of","Gross domestic product (GDP), Current prices, US dollar",,,,,,,,,,,,,,,,,,,,,1.429,1.547,1.758,2.362,2.896,3.158,3.456,3.952,4.082,3.675,3.446,3.625,3.189,3.193,3.267,2.789,2.895,2.993,3.217,3.155,2.885,3.325,3.376,3.786,4.038,4.408,4.715,4.855,5.001,5.157,5.318
Euro Area (EA),"Current account balance (credit less debit), Percent of GDP",,,,,,,,,,,,,,,,,,0.817,0.322,-0.505,-1.444,-0.357,0.601,0.243,0.702,0.105,-0.164,0.04,-1.818,-0.3,-0.319,-0.347,0.972,1.918,2.352,2.886,3.331,3.353,2.969,2.389,1.827,2.751,-0.14,1.671,2.618,2.306,2.217,2.177,2.151,2.144,2.116
Malta,"Gross domestic product (GDP), Current prices, Per capita, Domestic currency",,,,,,,,,,,,,,,,7322.999,7585.222,8155.063,8632.486,9198.505,10597.825,10902.75,11402.769,11984.012,12255.825,12767.093,13285.465,14245.493,15291.591,15301.295,16573.557,16946.955,17912.996,19288.48,20900.092,23293.718,24162.487,27288.599,28806.938,29604.761,27896.204,32336.934,34555.36,38577.92,41741.706,43625.847,45481.433,47397.965,49405.256,51539.656,53822.15
